"","X","country","sex","bc_cate","education","TotalN","ChildlessN","NeverInUnionN","prop_childless","prop_neverinunion","continent"
"2059",3228,"Nigeria","Women","1960-1969","All",1512,29,12,1.9,41.4,"Africa"
"2060",3229,"Nigeria","Women","1970-1979","All",2784,119,61,4.3,51.3,"Africa"
"2061",3230,"Nigeria","Women","1980-1989","All",1545,143,89,9.3,62.2,"Africa"
"2062",3232,"Norway","Men","1920-1929","All",181,21,8,11.6,38.1,"Europe & North America"
"2063",3233,"Norway","Men","1930-1939","All",815,105,37,12.9,35.2,"Europe & North America"
"2064",3234,"Norway","Men","1940-1949","All",1468,167,50,11.4,29.9,"Europe & North America"
"2065",3235,"Norway","Men","1950-1959","All",1604,232,63,14.5,27.2,"Europe & North America"
"2066",3236,"Norway","Men","1960-1969","All",1772,323,102,18.2,31.6,"Europe & North America"
"2067",3237,"Norway","Men","1970-1979","All",592,143,46,24.2,32.2,"Europe & North America"
"2068",3238,"Norway","Men","1980-1989","All",60,19,4,31.7,21.1,"Europe & North America"
"2069",3241,"Norway","Women","1920-1929","All",219,40,14,18.3,35,"Europe & North America"
"2070",3242,"Norway","Women","1930-1939","All",834,98,28,11.8,28.6,"Europe & North America"
"2071",3243,"Norway","Women","1940-1949","All",1347,154,39,11.4,25.3,"Europe & North America"
"2072",3244,"Norway","Women","1950-1959","All",1660,195,33,11.7,16.9,"Europe & North America"
"2073",3245,"Norway","Women","1960-1969","All",1831,222,55,12.1,24.8,"Europe & North America"
"2074",3246,"Norway","Women","1970-1979","All",613,92,25,15,27.2,"Europe & North America"
"2075",3248,"Peru","Men","1940-1949","All",1287,55,35,4.3,63.6,"Latin America"
"2076",3249,"Peru","Men","1950-1959","All",6110,271,178,4.4,65.7,"Latin America"
"2077",3250,"Peru","Men","1960-1969","All",1337,76,58,5.7,76.3,"Latin America"
"2078",3251,"Peru","Women","1930-1939","All",61,2,1,3.3,50,"Latin America"
"2079",3252,"Peru","Women","1940-1949","All",303,16,5,5.3,31.2,"Latin America"
"2080",3253,"Peru","Women","1950-1959","All",478,43,24,9,55.8,"Latin America"
"2081",3254,"Peru","Women","1960-1969","All",99,11,8,11.1,72.7,"Latin America"
"2082",3255,"Philippines","Men","1950-1959","All",1768,111,64,6.3,57.7,"Asia"
"2083",3256,"Philippines","Men","1960-1969","All",3008,266,169,8.8,63.5,"Asia"
"2084",3257,"Philippines","Women","1940-1949","All",84,2,2,2.4,100,"Asia"
"2085",3258,"Philippines","Women","1950-1959","All",796,66,36,8.3,54.5,"Asia"
"2086",3259,"Philippines","Women","1960-1969","All",937,122,75,13,61.5,"Asia"
"2087",3261,"Poland","Men","1930-1939","All",911,92,35,10.1,38,"Europe & North America"
"2088",3262,"Poland","Men","1940-1949","All",1543,180,83,11.7,46.1,"Europe & North America"
"2089",3263,"Poland","Men","1950-1959","All",2097,350,209,16.7,59.7,"Europe & North America"
"2090",3264,"Poland","Men","1960-1969","All",1455,255,172,17.5,67.5,"Europe & North America"
"2091",3265,"Poland","Men","1970-1979","All",974,206,119,21.1,57.8,"Europe & North America"
"2092",3266,"Poland","Men","1980-1989","All",53,18,11,34,61.1,"Europe & North America"
"2093",3267,"Poland","Women","1920-1929","All",57,5,1,8.8,20,"Europe & North America"
"2094",3268,"Poland","Women","1930-1939","All",1654,171,55,10.3,32.2,"Europe & North America"
"2095",3269,"Poland","Women","1940-1949","All",2238,232,103,10.4,44.4,"Europe & North America"
"2096",3270,"Poland","Women","1950-1959","All",2825,291,135,10.3,46.4,"Europe & North America"
"2097",3271,"Poland","Women","1960-1969","All",1798,180,105,10,58.3,"Europe & North America"
"2098",3272,"Poland","Women","1970-1979","All",1256,145,72,11.5,49.7,"Europe & North America"
"2099",3273,"Poland","Women","1980-1989","All",63,9,3,14.3,33.3,"Europe & North America"
"2100",3275,"Portugal","Men","1920-1929","All",65,5,1,7.7,20,"Europe & North America"
"2101",3276,"Portugal","Men","1930-1939","All",149,5,0,3.4,0,"Europe & North America"
"2102",3277,"Portugal","Men","1940-1949","All",208,16,5,7.7,31.2,"Europe & North America"
"2103",3278,"Portugal","Men","1950-1959","All",189,26,13,13.8,50,"Europe & North America"
"2104",3279,"Portugal","Men","1960-1969","All",216,44,24,20.4,54.5,"Europe & North America"
"2105",3280,"Portugal","Men","1970-1979","All",107,25,5,23.4,20,"Europe & North America"
"2106",3283,"Portugal","Women","1920-1929","All",130,19,7,14.6,36.8,"Europe & North America"
"2107",3284,"Portugal","Women","1930-1939","All",249,30,13,12,43.3,"Europe & North America"
"2108",3285,"Portugal","Women","1940-1949","All",335,34,11,10.1,32.4,"Europe & North America"
"2109",3286,"Portugal","Women","1950-1959","All",295,40,14,13.6,35,"Europe & North America"
"2110",3287,"Portugal","Women","1960-1969","All",323,46,17,14.2,37,"Europe & North America"
"2111",3288,"Portugal","Women","1970-1979","All",160,28,12,17.5,42.9,"Europe & North America"
"2112",3290,"Republic of Moldova","Men","1950-1959","All",1008,42,8,4.2,19,"FSU"
"2113",3291,"Republic of Moldova","Men","1960-1969","All",1886,93,26,4.9,28,"FSU"
"2114",3292,"Republic of Moldova","Men","1970-1979","All",116,5,1,4.3,20,"FSU"
"2115",3293,"Republic of Moldova","Women","1940-1949","All",177,11,3,6.2,27.3,"FSU"
"2116",3294,"Republic of Moldova","Women","1950-1959","All",631,31,12,4.9,38.7,"FSU"
"2117",3295,"Republic of Moldova","Women","1960-1969","All",499,50,13,10,26,"FSU"
"2118",3297,"Romania","Men","1920-1929","All",247,37,7,15,18.9,"Europe & North America"
"2119",3298,"Romania","Men","1930-1939","All",832,128,24,15.4,18.8,"Europe & North America"
"2120",3299,"Romania","Men","1940-1949","All",984,174,46,17.7,26.4,"Europe & North America"
"2121",3300,"Romania","Men","1950-1959","All",1225,204,74,16.7,36.3,"Europe & North America"
"2122",3301,"Romania","Men","1960-1969","All",1163,210,90,18.1,42.9,"Europe & North America"
"2123",3302,"Romania","Men","1970-1979","All",136,45,27,33.1,60,"Europe & North America"
"2124",3303,"Romania","Women","1920-1929","All",281,49,14,17.4,28.6,"Europe & North America"
"2125",3304,"Romania","Women","1930-1939","All",1071,160,34,14.9,21.2,"Europe & North America"
"2126",3305,"Romania","Women","1940-1949","All",1026,130,22,12.7,16.9,"Europe & North America"
"2127",3306,"Romania","Women","1950-1959","All",1213,114,18,9.4,15.8,"Europe & North America"
"2128",3307,"Romania","Women","1960-1969","All",1050,105,39,10,37.1,"Europe & North America"
"2129",3308,"Romania","Women","1970-1979","All",118,11,7,9.3,63.6,"Europe & North America"
"2130",3310,"Russia","Men","1920-1929","All",212,18,1,8.5,5.6,"FSU"
"2131",3311,"Russia","Men","1930-1939","All",557,52,7,9.3,13.5,"FSU"
"2132",3312,"Russia","Men","1940-1949","All",598,48,6,8,12.5,"FSU"
"2133",3313,"Russia","Men","1950-1959","All",900,73,23,8.1,31.5,"FSU"
"2134",3314,"Russia","Men","1960-1969","All",965,142,61,14.7,43,"FSU"
"2135",3317,"Russia","Women","1920-1929","All",527,80,27,15.2,33.8,"FSU"
"2136",3318,"Russia","Women","1930-1939","All",1306,105,24,8,22.9,"FSU"
"2137",3319,"Russia","Women","1940-1949","All",1117,108,34,9.7,31.5,"FSU"
"2138",3320,"Russia","Women","1950-1959","All",1615,112,38,6.9,33.9,"FSU"
"2139",3321,"Russia","Women","1960-1969","All",1355,97,38,7.2,39.2,"FSU"
"2140",3322,"Russia","Women","1970-1979","All",56,6,3,10.7,50,"FSU"
"2141",3324,"Rwanda","Men","1970-1979","All",2521,75,41,3,54.7,"Africa"
"2142",3325,"Rwanda","Men","1980-1989","All",2238,88,59,3.9,67,"Africa"
"2143",3326,"Rwanda","Women","1960-1969","All",644,18,11,2.8,61.1,"Africa"
"2144",3327,"Rwanda","Women","1970-1979","All",973,24,12,2.5,50,"Africa"
"2145",3328,"Rwanda","Women","1980-1989","All",857,55,32,6.4,58.2,"Africa"
"2146",3330,"Sao Tome and Principe","Men","1960-1969","All",529,4,0,0.8,0,"Africa"
"2147",3331,"Sao Tome and Principe","Men","1970-1979","All",220,2,0,0.9,0,"Africa"
"2148",3333,"Sao Tome and Principe","Women","1950-1959","All",235,8,6,3.4,75,"Africa"
"2149",3334,"Sao Tome and Principe","Women","1960-1969","All",392,25,13,6.4,52,"Africa"
"2150",3335,"Sao Tome and Principe","Women","1970-1979","All",195,16,10,8.2,62.5,"Africa"
"2151",3336,"Senegal","Men","1960-1969","All",125,3,1,2.4,33.3,"Africa"
"2152",3337,"Senegal","Men","1970-1979","All",1572,77,26,4.9,33.8,"Africa"
"2153",3338,"Senegal","Men","1980-1989","All",912,59,15,6.5,25.4,"Africa"
"2154",3340,"Senegal","Women","1960-1969","All",387,18,7,4.7,38.9,"Africa"
"2155",3341,"Senegal","Women","1970-1979","All",590,44,27,7.5,61.4,"Africa"
"2156",3342,"Senegal","Women","1980-1989","All",310,66,32,21.3,48.5,"Africa"
"2157",3344,"Serbia","Men","1930-1939","All",62,3,0,4.8,0,"Europe & North America"
"2158",3345,"Serbia","Men","1940-1949","All",128,14,5,10.9,35.7,"Europe & North America"
"2159",3346,"Serbia","Men","1950-1959","All",220,29,14,13.2,48.3,"Europe & North America"
"2160",3347,"Serbia","Men","1960-1969","All",183,41,19,22.4,46.3,"Europe & North America"
"2161",3348,"Serbia","Men","1970-1979","All",143,34,18,23.8,52.9,"Europe & North America"
"2162",3349,"Serbia","Men","1980-1989","All",55,24,15,43.6,62.5,"Europe & North America"
"2163",3351,"Serbia","Women","1930-1939","All",75,8,1,10.7,12.5,"Europe & North America"
"2164",3352,"Serbia","Women","1940-1949","All",175,16,4,9.1,25,"Europe & North America"
"2165",3353,"Serbia","Women","1950-1959","All",214,18,4,8.4,22.2,"Europe & North America"
"2166",3354,"Serbia","Women","1960-1969","All",184,20,4,10.9,20,"Europe & North America"
"2167",3355,"Serbia","Women","1970-1979","All",165,28,13,17,46.4,"Europe & North America"
"2168",3356,"Serbia","Women","1980-1989","All",55,10,6,18.2,60,"Europe & North America"
"2169",3358,"Sierra Leone","Men","1970-1979","All",2733,43,7,1.6,16.3,"Africa"
"2170",3359,"Sierra Leone","Men","1980-1989","All",2156,51,13,2.4,25.5,"Africa"
"2171",3361,"Sierra Leone","Women","1960-1969","All",842,7,3,0.8,42.9,"Africa"
"2172",3362,"Sierra Leone","Women","1970-1979","All",1333,23,14,1.7,60.9,"Africa"
"2173",3363,"Sierra Leone","Women","1980-1989","All",768,47,22,6.1,46.8,"Africa"
"2174",3366,"Slovakia","Men","1930-1939","All",83,6,2,7.2,33.3,"FSU"
"2175",3367,"Slovakia","Men","1940-1949","All",185,18,14,9.7,77.8,"FSU"
"2176",3368,"Slovakia","Men","1950-1959","All",265,35,26,13.2,74.3,"FSU"
"2177",3369,"Slovakia","Men","1960-1969","All",244,51,32,20.9,62.7,"FSU"
"2178",3370,"Slovakia","Men","1970-1979","All",99,25,22,25.3,88,"FSU"
"2179",3374,"Slovakia","Women","1930-1939","All",99,8,5,8.1,62.5,"FSU"
"2180",3375,"Slovakia","Women","1940-1949","All",189,15,6,7.9,40,"FSU"
"2181",3376,"Slovakia","Women","1950-1959","All",315,31,20,9.8,64.5,"FSU"
"2182",3377,"Slovakia","Women","1960-1969","All",243,31,20,12.8,64.5,"FSU"
"2183",3378,"Slovakia","Women","1970-1979","All",104,15,7,14.4,46.7,"FSU"
"2184",3386,"Slovenia","Men","1930-1939","All",92,11,8,12,72.7,"Europe & North America"
"2185",3387,"Slovenia","Men","1940-1949","All",174,14,7,8,50,"Europe & North America"
"2186",3388,"Slovenia","Men","1950-1959","All",214,19,8,8.9,42.1,"Europe & North America"
"2187",3389,"Slovenia","Men","1960-1969","All",215,29,16,13.5,55.2,"Europe & North America"
"2188",3390,"Slovenia","Men","1970-1979","All",121,31,9,25.6,29,"Europe & North America"
"2189",3394,"Slovenia","Women","1930-1939","All",156,10,4,6.4,40,"Europe & North America"
"2190",3395,"Slovenia","Women","1940-1949","All",192,9,1,4.7,11.1,"Europe & North America"
"2191",3396,"Slovenia","Women","1950-1959","All",277,20,5,7.2,25,"Europe & North America"
"2192",3397,"Slovenia","Women","1960-1969","All",239,14,8,5.9,57.1,"Europe & North America"
"2193",3398,"Slovenia","Women","1970-1979","All",148,14,4,9.5,28.6,"Europe & North America"
"2194",3400,"South Africa","Men","1960-1969","All",620,41,17,6.6,41.5,"Africa"
"2195",3401,"South Africa","Men","1970-1979","All",1890,111,58,5.9,52.3,"Africa"
"2196",3402,"South Africa","Men","1980-1989","All",399,31,20,7.8,64.5,"Africa"
"2197",3403,"South Africa","Women","1950-1959","All",135,10,8,7.4,80,"Africa"
"2198",3404,"South Africa","Women","1960-1969","All",488,57,37,11.7,64.9,"Africa"
"2199",3405,"South Africa","Women","1970-1979","All",636,72,51,11.3,70.8,"Africa"
"2200",3406,"South Africa","Women","1980-1989","All",124,28,20,22.6,71.4,"Africa"
"2201",3408,"Spain","Men","1920-1929","All",60,9,2,15,22.2,"Europe & North America"
"2202",3409,"Spain","Men","1930-1939","All",108,15,7,13.9,46.7,"Europe & North America"
"2203",3410,"Spain","Men","1940-1949","All",178,22,14,12.4,63.6,"Europe & North America"
"2204",3411,"Spain","Men","1950-1959","All",238,36,17,15.1,47.2,"Europe & North America"
"2205",3412,"Spain","Men","1960-1969","All",349,75,28,21.5,37.3,"Europe & North America"
"2206",3413,"Spain","Men","1970-1979","All",186,53,20,28.5,37.7,"Europe & North America"
"2207",3414,"Spain","Men","1980-1989","All",76,31,11,40.8,35.5,"Europe & North America"
"2208",3416,"Spain","Women","1910-1919","All",59,9,2,15.3,22.2,"Europe & North America"
"2209",3417,"Spain","Women","1920-1929","All",584,79,33,13.5,41.8,"Europe & North America"
"2210",3418,"Spain","Women","1930-1939","All",1113,113,39,10.2,34.5,"Europe & North America"
"2211",3419,"Spain","Women","1940-1949","All",1280,115,53,9,46.1,"Europe & North America"
"2212",3420,"Spain","Women","1950-1959","All",1549,183,78,11.8,42.6,"Europe & North America"
"2213",3421,"Spain","Women","1960-1969","All",2051,293,115,14.3,39.2,"Europe & North America"
"2214",3422,"Spain","Women","1970-1979","All",448,103,33,23,32,"Europe & North America"
"2215",3423,"Spain","Women","1980-1989","All",73,28,5,38.4,17.9,"Europe & North America"
"2216",3424,"Swaziland","Men","1950-1959","All",232,8,2,3.4,25,"Africa"
"2217",3425,"Swaziland","Men","1960-1969","All",916,44,13,4.8,29.5,"Africa"
"2218",3426,"Swaziland","Men","1970-1979","All",185,10,5,5.4,50,"Africa"
"2219",3427,"Swaziland","Women","1950-1959","All",152,5,2,3.3,40,"Africa"
"2220",3428,"Swaziland","Women","1960-1969","All",630,43,25,6.8,58.1,"Africa"
"2221",3429,"Swaziland","Women","1970-1979","All",147,16,12,10.9,75,"Africa"
"2222",3431,"Sweden","Men","1920-1929","All",53,9,3,17,33.3,"Europe & North America"
"2223",3432,"Sweden","Men","1930-1939","All",452,58,14,12.8,24.1,"Europe & North America"
"2224",3433,"Sweden","Men","1940-1949","All",1109,134,40,12.1,29.9,"Europe & North America"
"2225",3434,"Sweden","Men","1950-1959","All",1116,161,41,14.4,25.5,"Europe & North America"
"2226",3435,"Sweden","Men","1960-1969","All",1102,201,69,18.2,34.3,"Europe & North America"
"2227",3436,"Sweden","Men","1970-1979","All",788,172,43,21.8,25,"Europe & North America"
"2228",3439,"Sweden","Women","1920-1929","All",62,10,3,16.1,30,"Europe & North America"
"2229",3440,"Sweden","Women","1930-1939","All",505,34,11,6.7,32.4,"Europe & North America"
"2230",3441,"Sweden","Women","1940-1949","All",1140,105,18,9.2,17.1,"Europe & North America"
"2231",3442,"Sweden","Women","1950-1959","All",1089,118,16,10.8,13.6,"Europe & North America"
"2232",3443,"Sweden","Women","1960-1969","All",1263,127,15,10.1,11.8,"Europe & North America"
"2233",3444,"Sweden","Women","1970-1979","All",795,104,21,13.1,20.2,"Europe & North America"
"2234",3447,"Switzerland","Men","1920-1929","All",52,7,2,13.5,28.6,"Europe & North America"
"2235",3448,"Switzerland","Men","1930-1939","All",119,17,4,14.3,23.5,"Europe & North America"
"2236",3449,"Switzerland","Men","1940-1949","All",217,48,9,22.1,18.8,"Europe & North America"
"2237",3450,"Switzerland","Men","1950-1959","All",264,56,16,21.2,28.6,"Europe & North America"
"2238",3451,"Switzerland","Men","1960-1969","All",290,85,15,29.3,17.6,"Europe & North America"
"2239",3452,"Switzerland","Men","1970-1979","All",170,47,7,27.6,14.9,"Europe & North America"
"2240",3453,"Switzerland","Men","1980-1989","All",62,26,4,41.9,15.4,"Europe & North America"
"2241",3455,"Switzerland","Women","1920-1929","All",80,13,8,16.2,61.5,"Europe & North America"
"2242",3456,"Switzerland","Women","1930-1939","All",157,32,14,20.4,43.8,"Europe & North America"
"2243",3457,"Switzerland","Women","1940-1949","All",243,48,13,19.8,27.1,"Europe & North America"
"2244",3458,"Switzerland","Women","1950-1959","All",270,65,11,24.1,16.9,"Europe & North America"
"2245",3459,"Switzerland","Women","1960-1969","All",335,82,19,24.5,23.2,"Europe & North America"
"2246",3460,"Switzerland","Women","1970-1979","All",157,39,9,24.8,23.1,"Europe & North America"
"2247",3462,"Tanzania","Men","1960-1969","All",774,13,2,1.7,15.4,"Africa"
"2248",3463,"Tanzania","Men","1970-1979","All",2862,82,25,2.9,30.5,"Africa"
"2249",3464,"Tanzania","Men","1980-1989","All",374,12,4,3.2,33.3,"Africa"
"2250",3465,"Tanzania","Women","1960-1969","All",232,8,4,3.4,50,"Africa"
"2251",3466,"Tanzania","Women","1970-1979","All",746,26,18,3.5,69.2,"Africa"
"2252",3467,"Tanzania","Women","1980-1989","All",80,1,0,1.2,0,"Africa"
"2253",3469,"The UK","Men","1920-1929","All",295,53,19,18,35.8,"Europe & North America"
"2254",3470,"The UK","Men","1930-1939","All",842,146,52,17.3,35.6,"Europe & North America"
"2255",3471,"The UK","Men","1940-1949","All",1256,209,65,16.6,31.1,"Europe & North America"
"2256",3472,"The UK","Men","1950-1959","All",1323,286,83,21.6,29,"Europe & North America"
"2257",3473,"The UK","Men","1960-1969","All",1574,430,119,27.3,27.7,"Europe & North America"
"2258",3474,"The UK","Men","1970-1979","All",296,102,19,34.5,18.6,"Europe & North America"
"2259",3475,"The UK","Men","1980-1989","All",56,27,5,48.2,18.5,"Europe & North America"
"2260",3478,"The UK","Women","1920-1929","All",403,82,26,20.3,31.7,"Europe & North America"
"2261",3479,"The UK","Women","1930-1939","All",997,155,49,15.5,31.6,"Europe & North America"
"2262",3480,"The UK","Women","1940-1949","All",1494,181,50,12.1,27.6,"Europe & North America"
"2263",3481,"The UK","Women","1950-1959","All",1555,224,47,14.4,21,"Europe & North America"
"2264",3482,"The UK","Women","1960-1969","All",1925,311,74,16.2,23.8,"Europe & North America"
"2265",3483,"The UK","Women","1970-1979","All",347,61,6,17.6,9.8,"Europe & North America"
"2266",3484,"The UK","Women","1980-1989","All",106,18,3,17,16.7,"Europe & North America"
"2267",3485,"The US","Men","1960-1969","All",1243,411,148,33.1,36,"Europe & North America"
"2268",3486,"The US","Men","1970-1979","All",507,157,63,31,40.1,"Europe & North America"
"2269",3487,"The US","Women","1950-1959","All",3875,632,150,16.3,23.7,"Europe & North America"
"2270",3488,"The US","Women","1960-1969","All",1610,326,94,20.2,28.8,"Europe & North America"
"2271",3489,"The US","Women","1970-1979","All",603,122,35,20.2,28.7,"Europe & North America"
"2272",3490,"Timor-Leste","Men","1960-1969","All",606,42,29,6.9,69,"Asia"
"2273",3491,"Timor-Leste","Men","1970-1979","All",2557,182,116,7.1,63.7,"Asia"
"2274",3492,"Timor-Leste","Men","1980-1989","All",557,60,44,10.8,73.3,"Asia"
"2275",3493,"Timor-Leste","Women","1950-1959","All",112,9,3,8,33.3,"Asia"
"2276",3494,"Timor-Leste","Women","1960-1969","All",716,58,24,8.1,41.4,"Asia"
"2277",3495,"Timor-Leste","Women","1970-1979","All",858,93,49,10.8,52.7,"Asia"
"2278",3496,"Timor-Leste","Women","1980-1989","All",169,34,27,20.1,79.4,"Asia"
"2279",3497,"Togo","Men","1960-1969","All",938,16,5,1.7,31.2,"Africa"
"2280",3498,"Togo","Men","1970-1979","All",2125,59,17,2.8,28.8,"Africa"
"2281",3499,"Togo","Women","1950-1959","All",208,3,3,1.4,100,"Africa"
"2282",3500,"Togo","Women","1960-1969","All",671,15,8,2.2,53.3,"Africa"
"2283",3501,"Togo","Women","1970-1979","All",852,60,34,7,56.7,"Africa"
"2284",3502,"Turkey","Men","1940-1949","All",125,7,5,5.6,71.4,"Europe & North America"
"2285",3503,"Turkey","Men","1950-1959","All",1686,74,30,4.4,40.5,"Europe & North America"
"2286",3504,"Turkey","Men","1960-1969","All",895,54,23,6,42.6,"Europe & North America"
"2287",3508,"Turkey","Women","1940-1949","All",230,5,0,2.2,0,"Europe & North America"
"2288",3509,"Turkey","Women","1950-1959","All",610,14,0,2.3,0,"Europe & North America"
"2289",3510,"Turkey","Women","1960-1969","All",301,9,0,3,0,"Europe & North America"
"2290",3511,"Uganda","Men","1960-1969","All",710,10,1,1.4,10,"Africa"
"2291",3512,"Uganda","Men","1970-1979","All",3368,65,22,1.9,33.8,"Africa"
"2292",3513,"Uganda","Men","1980-1989","All",756,9,5,1.2,55.6,"Africa"
"2293",3514,"Uganda","Women","1960-1969","All",493,9,4,1.8,44.4,"Africa"
